Run,Assay Type,BioProject,BioSample,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,SRA Study,AvgSpotLen,Bases,Bytes,Library Name,BioSampleModel,geo_loc_name_country,geo_loc_name_country_continent,Collection_Date,lat_lon,geo_loc_name,sex,Host,Isolate,Ethnicity,AGE,Biomaterial_provider,SAMPLE_TYPE,tissue,health_state,cell_line,cell_subtype,cell_type,culture_collection,dev_stage,disease,disease_stage,karyotype,Library,PHENOTYPE,Population,RACE,env_biome,env_feature,samp_size,env_material,Isolation_source,ENA-FIRST-PUBLIC (run),ENA-LAST-UPDATE (run),Alias,ENA_CHECKLIST,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,Sample_Name,SRA_accession,title,Depth,geographic_location_(country_and/or_sea),INSDC_center_alias,Investigation_type,project_name,Description,INSTRUMENT_MODEL,library_layout,library_source,misc_param,platform,processing_location (run),Source_material_ID,environment_(biome),environment_(feature),environment_(material),geographic_location_(latitude),geographic_location_(longitude),Sequencing_method,host_sex,samp_collect_device,geographic_location_(elevation),soil_environmental_package,BIOME,Ammonium_Nitrogen,Boron_Hot_CaCl2,colour,Conductivity,Crop_rotation_1yr_since_present,Crop_rotation_2yrs_since_present,Crop_rotation_3yrs_since_present,Crop_rotation_4yrs_since_present,Crop_rotation_5yrs_since_present,current_land_use,Date_since_change_in_Land_Use,DTPA_Copper,DTPA_Iron,DTPA_Manganese,DTPA_Zinc,Env_package,Exc_Aluminium,Exc_Calcium,Exc_Magnesium,Exc_Potassium,Exc_Sodium,feature,fire_intensity_if_known,Gravel_(_>2.0_mm),history/agrochemical_additions,history/extreme_events,history/flooding,history/previous_land_use,host_subject_id,links_to_additional_analysis,material,Nitrate_Nitrogen,Other_comments,pH_Level_(CaCl2),pH_Level_(H2O),Phosphorus_Colwell,Potassium_Colwell,profile_position_(BASE),Sample_ID,slope_aspect,slope_gradient,soil_taxonomic/FAO_classification,soil_taxonomic/local_classification,Sulphur,texture,tillage,total_organic_carbon,Vegetation_Dom_Grasses,Vegetation_Dom_Shrubs,Vegetation_Dom_Trees,Vegetation_Total_cover,water_content_of_soil,history/fire,Host_disease,body_site,Clay_(<2_µm),Course_Sand_(200-2000_µm)
SRR5047171,WGS,PRJNA354503,SAMN06046845,"INSTITUTE OF BIOORGANIC CHEMISTRY, POLISH ACADEMY OF SCIENCIES",public,"contigs,fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2369781,Illumina Genome Analyzer II,SINGLE,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2016-11-24T00:00:00Z,PCA0087,SRP093814,75,586805325,419213873,PCA0087,Human,,,,,,missing,,missing,missing,missing,PCA,gDNA,teeth,missing,missing,missing,missing,missing,missing,missing,missing,missing,PCA0087,missing,missing,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5047176,WGS,PRJNA354503,SAMN06046928,"INSTITUTE OF BIOORGANIC CHEMISTRY, POLISH ACADEMY OF SCIENCIES",public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2369786,Illumina Genome Analyzer II,SINGLE,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2016-11-24T00:00:00Z,PCA0039,SRP093814,75,61067400,41267128,PCA0039,Human,,,,,,missing,,missing,missing,missing,PCA,gDNA,teeth,missing,missing,missing,missing,missing,missing,missing,missing,missing,PCA0039,missing,missing,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5047178,WGS,PRJNA354503,SAMN06046809,"INSTITUTE OF BIOORGANIC CHEMISTRY, POLISH ACADEMY OF SCIENCIES",public,"contigs,fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2369788,Illumina Genome Analyzer II,SINGLE,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2016-11-24T00:00:00Z,PCA0099,SRP093814,75,379878150,256520474,PCA0099,Human,,,,,,missing,,missing,missing,missing,PCA,gDNA,teeth,missing,missing,missing,missing,missing,missing,missing,missing,missing,PCA0099,missing,missing,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5047181,WGS,PRJNA354503,SAMN06046896,"INSTITUTE OF BIOORGANIC CHEMISTRY, POLISH ACADEMY OF SCIENCIES",public,"contigs,fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2369791,Illumina Genome Analyzer II,SINGLE,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2016-11-24T00:00:00Z,PCA0170,SRP093814,75,688377900,442721120,PCA0170,Human,,,,,,missing,,missing,missing,missing,PCA,gDNA,teeth,missing,missing,missing,missing,missing,missing,missing,missing,missing,PCA0170,missing,missing,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5047187,WGS,PRJNA354503,SAMN06046911,"INSTITUTE OF BIOORGANIC CHEMISTRY, POLISH ACADEMY OF SCIENCIES",public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2369797,Illumina Genome Analyzer II,SINGLE,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2016-11-24T00:00:00Z,PCA0022,SRP093814,75,257176425,172420507,PCA0022,Human,,,,,,missing,,missing,missing,missing,PCA,gDNA,teeth,missing,missing,missing,missing,missing,missing,missing,missing,missing,PCA0022,missing,missing,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5047189,WGS,PRJNA354503,SAMN06046801,"INSTITUTE OF BIOORGANIC CHEMISTRY, POLISH ACADEMY OF SCIENCIES",public,"contigs,fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2369799,Illumina Genome Analyzer II,SINGLE,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2016-11-24T00:00:00Z,PCA0091,SRP093814,75,350862525,233810117,PCA0091,Human,,,,,,missing,,missing,missing,missing,PCA,gDNA,teeth,missing,missing,missing,missing,missing,missing,missing,missing,missing,PCA0091,missing,missing,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5047196,WGS,PRJNA354503,SAMN06046947,"INSTITUTE OF BIOORGANIC CHEMISTRY, POLISH ACADEMY OF SCIENCIES",public,"contigs,fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2369806,Illumina Genome Analyzer II,SINGLE,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2016-11-24T00:00:00Z,PCA0058,SRP093814,75,504670425,343760600,PCA0058,Human,,,,,,missing,,missing,missing,missing,PCA,gDNA,teeth,missing,missing,missing,missing,missing,missing,missing,missing,missing,PCA0058,missing,missing,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5047197,WGS,PRJNA354503,SAMN06046813,"INSTITUTE OF BIOORGANIC CHEMISTRY, POLISH ACADEMY OF SCIENCIES",public,"contigs,fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2369807,Illumina Genome Analyzer II,SINGLE,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2016-11-24T00:00:00Z,PCA0103,SRP093814,75,547022250,336249101,PCA0103,Human,,,,,,missing,,missing,missing,missing,PCA,gDNA,teeth,missing,missing,missing,missing,missing,missing,missing,missing,missing,PCA0103,missing,missing,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5047198,WGS,PRJNA354503,SAMN06046927,"INSTITUTE OF BIOORGANIC CHEMISTRY, POLISH ACADEMY OF SCIENCIES",public,"contigs,fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2369808,Illumina Genome Analyzer II,SINGLE,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2016-11-24T00:00:00Z,PCA0038,SRP093814,75,239260725,151360254,PCA0038,Human,,,,,,missing,,missing,missing,missing,PCA,gDNA,teeth,missing,missing,missing,missing,missing,missing,missing,missing,missing,PCA0038,missing,missing,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5047200,WGS,PRJNA354503,SAMN06046925,"INSTITUTE OF BIOORGANIC CHEMISTRY, POLISH ACADEMY OF SCIENCIES",public,"contigs,fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2369810,Illumina Genome Analyzer II,SINGLE,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2016-11-24T00:00:00Z,PCA0036,SRP093814,75,295054350,181282284,PCA0036,Human,,,,,,missing,,missing,missing,missing,PCA,gDNA,teeth,missing,missing,missing,missing,missing,missing,missing,missing,missing,PCA0036,missing,missing,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5047202,WGS,PRJNA354503,SAMN06046829,"INSTITUTE OF BIOORGANIC CHEMISTRY, POLISH ACADEMY OF SCIENCIES",public,"contigs,fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2369812,Illumina Genome Analyzer II,SINGLE,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2016-11-24T00:00:00Z,PCA0071,SRP093814,75,518308200,350070562,PCA0071,Human,,,,,,missing,,missing,missing,missing,PCA,gDNA,teeth,missing,missing,missing,missing,missing,missing,missing,missing,missing,PCA0071,missing,missing,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5047204,WGS,PRJNA354503,SAMN06046851,"INSTITUTE OF BIOORGANIC CHEMISTRY, POLISH ACADEMY OF SCIENCIES",public,"contigs,fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2369814,Illumina Genome Analyzer II,SINGLE,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2016-11-24T00:00:00Z,PCA0120,SRP093814,75,389830500,257917979,PCA0120,Human,,,,,,missing,,missing,missing,missing,PCA,gDNA,teeth,missing,missing,missing,missing,missing,missing,missing,missing,missing,PCA0120,missing,missing,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR1518410,WGS,PRJNA255439,SAMN02919189,THE GEORGE WASHINGTON UNIVERSITY,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX655652,Illumina HiSeq 2000,SINGLE,RANDOM,METAGENOMIC,human metagenome,ILLUMINA,2014-10-22T00:00:00Z,ES 069,SRP044400,101,4608085206,3108401884,DNA library,"MIMS.me,MIGS/MIMS/MIMARKS.human-oral",USA,North America,not collected,not collected,USA: Maryland,,Homo sapiens,,caucasian,,,,,,,,,,,,,,,,,,not applicable,not applicable,,not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,,,
SRR5892210,WGS,PRJNA396840,SAMN07440130,NTU,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3057947,Illumina HiSeq 2500,PAIRED,size fractionation,METAGENOMIC,human metagenome,ILLUMINA,2017-10-10T00:00:00Z,X4056DNA,SRP114751,489,2947191197,1898709951,X4056DNA,"MIMS.me,MIGS/MIMS/MIMARKS.human-oral",Denmark,Europe,2015-04-10,missing,Denmark: Copenhagen,,Homo sapiens,,,,,,,,,,,,,,,,,,,,saliva,bodily secretion,,organism substance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_14,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR957738,WGS,PRJNA216965,SAMN02333688,UNIVERSITY OF OKLAHOMA,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX340010,Illumina HiSeq 2000,SINGLE,RANDOM,METAGENOMIC,human oral metagenome,ILLUMINA,2014-01-19T00:00:00Z,S1-Shot-B61-calc,SRP029257,74,987253303,754946163,,"MIMS.me,MIGS/MIMS/MIMARKS.human-oral",Germany,Europe,2011-10-04,51.565093 N 8.849015 E,Germany,,,Dalheim B61 skeleton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,metagenome,Analysis of archaeological dental calculus,,,,,,,,,,,,,,,male,,,,dental calculus,,,,,,,,,,,,,,,,MIGS/MIMS/MIMARKS.human-oral,,,,,,cemetery,,,,,,,,,soil,,,,,,,,,,,,,,,,,,,,,,,periodontitis,,,
SRR957739,WGS,PRJNA216965,SAMN02333689,UNIVERSITY OF OKLAHOMA,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX340011,Illumina HiSeq 2000,SINGLE,RANDOM,METAGENOMIC,human oral metagenome,ILLUMINA,2014-01-19T00:00:00Z,S2-Shot-B61-calc,SRP029257,82,1090550329,817557644,,"MIMS.me,MIGS/MIMS/MIMARKS.human-oral",Germany,Europe,2011-10-04,51.565093 N 8.849015 E,Germany,,,Dalheim B61 skeleton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,metagenome,Analysis of archaeological dental calculus,,,,,,,,,,,,,,,male,,,,dental calculus,,,,,,,,,,,,,,,,MIGS/MIMS/MIMARKS.human-oral,,,,,,cemetery,,,,,,,,,soil,,,,,,,,,,,,,,,,,,,,,,,periodontitis,,,
SRR957740,WGS,PRJNA216965,SAMN02333695,UNIVERSITY OF OKLAHOMA,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX340012,Illumina HiSeq 2000,SINGLE,RANDOM,METAGENOMIC,human oral metagenome,ILLUMINA,2014-01-19T00:00:00Z,S3-Shot-B61-calc,SRP029257,78,693647240,524939053,,"MIMS.me,MIGS/MIMS/MIMARKS.human-oral",Germany,Europe,2011-10-04,51.565093 N 8.849015 E,Germany,,,Dalheim B61 skeleton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,metagenome,Analysis of archaeological dental calculus,,,,,,,,,,,,,,,male,,,,dental calculus,,,,,,,,,,,,,,,,MIGS/MIMS/MIMARKS.human-oral,,,,,,cemetery,,,,,,,,,soil,,,,,,,,,,,,,,,,,,,,,,,periodontitis,,,
SRR957741,WGS,PRJNA216965,SAMN02333696,UNIVERSITY OF OKLAHOMA,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX340013,Illumina HiSeq 2000,SINGLE,RANDOM,METAGENOMIC,human oral metagenome,ILLUMINA,2014-01-19T00:00:00Z,S4-Shot-B61-calc,SRP029257,84,948201112,698606765,,"MIMS.me,MIGS/MIMS/MIMARKS.human-oral",Germany,Europe,2011-10-04,51.565093 N 8.849015 E,Germany,,,Dalheim B61 skeleton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,metagenome,Analysis of archaeological dental calculus,,,,,,,,,,,,,,,male,,,,dental calculus,,,,,,,,,,,,,,,,MIGS/MIMS/MIMARKS.human-oral,,,,,,cemetery,,,,,,,,,soil,,,,,,,,,,,,,,,,,,,,,,,periodontitis,,,
SRR957744,WGS,PRJNA216965,SAMN02333699,UNIVERSITY OF OKLAHOMA,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX340016,Illumina HiSeq 2000,SINGLE,RANDOM,METAGENOMIC,human oral metagenome,ILLUMINA,2014-01-19T00:00:00Z,S7-Shot-G12-calc,SRP029257,84,860003491,630329386,,"MIMS.me,MIGS/MIMS/MIMARKS.human-oral",Germany,Europe,2011-10-04,51.565093 N 8.849015 E,Germany,,,Dalheim G12 skeleton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,metagenome,Analysis of archaeological dental calculus,,,,,,,,,,,,,,,female,,,,dental calculus,,,,,,,,,,,,,,,,MIGS/MIMS/MIMARKS.human-oral,,,,,,cemetery,,,,,,,,,soil,,,,,,,,,,,,,,,,,,,,,,,periodontitis,,,
SRR957746,WGS,PRJNA216965,SAMN02333701,UNIVERSITY OF OKLAHOMA,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX340018,Illumina HiSeq 2000,SINGLE,RANDOM,METAGENOMIC,human oral metagenome,ILLUMINA,2014-01-19T00:00:00Z,S9-Shot-G12-calc,SRP029257,69,613598015,471026611,,"MIMS.me,MIGS/MIMS/MIMARKS.human-oral",Germany,Europe,2011-10-04,51.565093 N 8.849015 E,Germany,,,Dalheim G12 skeleton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,metagenome,Analysis of archaeological dental calculus,,,,,,,,,,,,,,,female,,,,dental calculus,,,,,,,,,,,,,,,,MIGS/MIMS/MIMARKS.human-oral,,,,,,cemetery,,,,,,,,,soil,,,,,,,,,,,,,,,,,,,,,,,periodontitis,,,
SRR11176628,WGS,PRJNA608555,SAMN14178237,UNIVERSITY OF ADELAIDE,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX7797348,HiSeq X Ten,PAIRED,RANDOM,METAGENOMIC,human oral metagenome,ILLUMINA,2020-04-28T00:00:00Z,A18022_Japan_Edo_3,SRP250608,211,2120019731,926771313,A18022_Japan_Edo_3,Metagenome or environmental,Japan,Asia,2016,NA,Japan:Tokyo three,,Homo sapiens,,,,,,,,,,,,,,,,,,,,,,,,not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR11176629,WGS,PRJNA608555,SAMN14178236,UNIVERSITY OF ADELAIDE,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX7797347,HiSeq X Ten,PAIRED,RANDOM,METAGENOMIC,human oral metagenome,ILLUMINA,2020-04-28T00:00:00Z,A18021_Japan_Edo_2,SRP250608,204,3326788107,1430595155,A18021_Japan_Edo_2,Metagenome or environmental,Japan,Asia,2016,NA,Japan:Tokyo two,,Homo sapiens,,,,,,,,,,,,,,,,,,,,,,,,not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR11176631,WGS,PRJNA608555,SAMN14178234,UNIVERSITY OF ADELAIDE,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX7797345,HiSeq X Ten,PAIRED,RANDOM,METAGENOMIC,human oral metagenome,ILLUMINA,2020-04-28T00:00:00Z,A18019_Japan_Jomon_5,SRP250608,229,2393993448,1069809437,A18019_Japan_Jomon_5,Metagenome or environmental,Japan,Asia,2016,NA,Japan:Ebishima,,Homo sapiens,,,,,,,,,,,,,,,,,,,,,,,,not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR11176632,WGS,PRJNA608555,SAMN14178233,UNIVERSITY OF ADELAIDE,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX7797344,HiSeq X Ten,PAIRED,RANDOM,METAGENOMIC,human oral metagenome,ILLUMINA,2020-04-28T00:00:00Z,A18018_Japan_Jomon_4,SRP250608,170,1365269640,582040598,A18018_Japan_Jomon_4,Metagenome or environmental,Japan,Asia,2016,NA,Japan:Miyano three,,Homo sapiens,,,,,,,,,,,,,,,,,,,,,,,,not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR11176633,WGS,PRJNA608555,SAMN14178232,UNIVERSITY OF ADELAIDE,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX7797343,HiSeq X Ten,PAIRED,RANDOM,METAGENOMIC,human oral metagenome,ILLUMINA,2020-04-28T00:00:00Z,A18017_Japan_Jomon_3,SRP250608,286,931638708,365002132,A18017_Japan_Jomon_3,Metagenome or environmental,Japan,Asia,2016,NA,Japan:Miyano two,,Homo sapiens,,,,,,,,,,,,,,,,,,,,,,,,not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR11176634,WGS,PRJNA608555,SAMN14178231,UNIVERSITY OF ADELAIDE,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX7797342,HiSeq X Ten,PAIRED,RANDOM,METAGENOMIC,human oral metagenome,ILLUMINA,2020-04-28T00:00:00Z,A18016_Japan_Jomon_2,SRP250608,170,1549567905,661051884,A18016_Japan_Jomon_2,Metagenome or environmental,Japan,Asia,2016,NA,Japan:Ikawazu one,,Homo sapiens,,,,,,,,,,,,,,,,,,,,,,,,not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR11176636,WGS,PRJNA608555,SAMN14178244,UNIVERSITY OF ADELAIDE,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX7797340,HiSeq X Ten,PAIRED,RANDOM,METAGENOMIC,human oral metagenome,ILLUMINA,2020-04-28T00:00:00Z,A18032_Japan_Edo_9,SRP250608,198,2930245003,1255930467,A18032_Japan_Edo_9,Metagenome or environmental,Japan,Asia,2016,NA,Japan:Tokyo nine,,Homo sapiens,,,,,,,,,,,,,,,,,,,,,,,,not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR11176639,WGS,PRJNA608555,SAMN14178241,UNIVERSITY OF ADELAIDE,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX7797337,HiSeq X Ten,PAIRED,RANDOM,METAGENOMIC,human oral metagenome,ILLUMINA,2020-04-28T00:00:00Z,A18026_Japan_Edo_7,SRP250608,219,3347016882,1467201201,A18026_Japan_Edo_7,Metagenome or environmental,Japan,Asia,2016,NA,Japan:Tokyo seven,,Homo sapiens,,,,,,,,,,,,,,,,,,,,,,,,not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR11176640,WGS,PRJNA608555,SAMN14178240,UNIVERSITY OF ADELAIDE,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX7797336,HiSeq X Ten,PAIRED,RANDOM,METAGENOMIC,human oral metagenome,ILLUMINA,2020-04-28T00:00:00Z,A18025_Japan_Edo_6,SRP250608,214,4497180762,1974738277,A18025_Japan_Edo_6,Metagenome or environmental,Japan,Asia,2016,NA,Japan:Tokyo six,,Homo sapiens,,,,,,,,,,,,,,,,,,,,,,,,not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR12462931,WGS,PRJNA657275,SAMN15824137,UNIVERSITY OF OKLAHOMA,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX8957265,Illumina HiSeq 3000,PAIRED,RANDOM,METAGENOMIC,human oral metagenome,ILLUMINA,2020-10-05T00:00:00Z,SA_009,SRP277819,302,4308109426,1713832520,SA-009,Metagenome or environmental,Italy,Europe,2020,missing,Italy,,Homo sapiens,,,,,,,,,,,,,,,,,,,,,,,,Dental Calculus,,,,,,,,,,,,,,,,,,,,,,,,SRD1: MSAE 6626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR12462932,WGS,PRJNA657275,SAMN15824136,UNIVERSITY OF OKLAHOMA,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX8957264,Illumina HiSeq 3000,PAIRED,RANDOM,METAGENOMIC,human oral metagenome,ILLUMINA,2020-10-05T00:00:00Z,SA_008,SRP277819,302,4659999524,1860928343,SA-008,Metagenome or environmental,Italy,Europe,2020,missing,Italy,,Homo sapiens,,,,,,,,,,,,,,,,,,,,,,,,Dental Calculus,,,,,,,,,,,,,,,,,,,,,,,,LMC4: MSAE 6120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR12462933,WGS,PRJNA657275,SAMN15824135,UNIVERSITY OF OKLAHOMA,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX8957263,Illumina HiSeq 3000,PAIRED,RANDOM,METAGENOMIC,human oral metagenome,ILLUMINA,2020-10-05T00:00:00Z,SA_007,SRP277819,302,3894442510,1503995970,SA-007,Metagenome or environmental,Italy,Europe,2020,missing,Italy,,Homo sapiens,,,,,,,,,,,,,,,,,,,,,,,,Dental Calculus,,,,,,,,,,,,,,,,,,,,,,,,LMC3: MSAE 6176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR12462934,WGS,PRJNA657275,SAMN15824134,UNIVERSITY OF OKLAHOMA,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX8957262,Illumina HiSeq 3000,PAIRED,RANDOM,METAGENOMIC,human oral metagenome,ILLUMINA,2020-10-05T00:00:00Z,SA_006,SRP277819,302,3373038302,1346327802,SA-006,Metagenome or environmental,Italy,Europe,2020,missing,Italy,,Homo sapiens,,,,,,,,,,,,,,,,,,,,,,,,Dental Calculus,,,,,,,,,,,,,,,,,,,,,,,,LMC2: MSAE 6153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
